State,Attraction,Address,City,Zip Code,"Location (Lat, Long)",Rating,Image URL,Category,Opening Hours
AL,Aldrich Coal Mine Museum Inc,"137 County Road 203, Montevallo",Montevallo,35115,"33.10756809999999, -86.8930188",4.7,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DNDucoHigtEsH5iCQcvWIWjjQ0LbPen9ssBNV7H4dj2zBS0l3w6sXXPe56SiJv-rjhx2csJk5o0Sl4e7eM5FxhxrdKqm6Rw9lyEPOWavKkrE7QCGpC-FhHdvkNS4kX5xsswzu8dtYDiKtIhY9nOFljDRHUV2kgsZnBd3YqRvBa7WHKh&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"museum, tourist_attraction, point_of_interest, establishment","Monday: Closed
Tuesday: 10:00AM - 4:00PM
Wednesday: Closed
Thursday: 10:00AM - 4:00PM
Friday: 10:00AM - 4:00PM
Saturday: 10:00AM - 4:00PM
Sunday: 1:00AM - 4:00PM"
AL,Adventure Shoals,"1994 Birmingham Road, Centreville",Centreville,35042,"32.9721699, -87.14394539999999",4.4,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DP1r7rf_dNZlBQDopofn3qUjzvlouKy-1akR_Kto2gfT9keY9sWUcGfvGp7NLLHOc4YHmLZ5zvZMDlC9IzVPXJUdvw4cbqYcqOHZBNblZGMuhxDKg8FPhtCixJgqyB1KMLjiynRkkzr11KjOLosnbEJNjEVY3lS6t8xUJ7UZIg-ZFJ7&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"amusement_park, tourist_attraction, parking, travel_agency, park, point_of_interest, establishment",N/A
AL,Autauga County Sunflower Field,"3301 Hwy 14 West, Autaugaville",Autaugaville,36003,"32.4506567, -86.7397561",4.9,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DPUHIQgOpqfmtcKd_qhCdpe9nB1tSoXk0TwbdZL0RCI5vQn91cHdX_H5qrMcx2T2Ghzgh_dLHEOGQKCDN225hlUoId0PSF8_gkqjoAsg112woh1XkOO4qJ-pGRrh9yOumMmKxy_GSmIeNIN-CXYvOC3rD_sSo2dT7PbNXg2h36kI3vF&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"tourist_attraction, point_of_interest, establishment","Monday: 8:00AM - 8:00PM
Tuesday: 8:00AM - 8:00PM
Wednesday: 8:00AM - 8:00PM
Thursday: 8:00AM - 8:00PM
Friday: 8:00AM - 8:00PM
Saturday: 6:00AM - 8:00PM
Sunday: 8:00AM - 8:00PM"
AL,Cahaba River National Wildlife Refuge,"3WXQ+6MJ, West Blocton",West Blocton,35184,"33.0980314, -87.0608381",4.9,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DMgH4nNlbkLa7cE2kD95mXlpDEzlywiBDF9eiSt5zV1lR9dF2SAZ5PTxABMIKOhObT3YZCZX-l1OKFbdRiZ5qw-hn2TAwqulcRRlgAgygspnE0zOHjG7fw-lR-XtDk0MIO_3obymPu4nrjO0SA78Eln3aU3VlOR_5pZzmQt310BU09z&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"tourist_attraction, park, point_of_interest, establishment","Monday: Open 24 hours
Tuesday: Open 24 hours
Wednesday: Open 24 hours
Thursday: Open 24 hours
Friday: Open 24 hours
Saturday: Open 24 hours
Sunday: Open 24 hours"
AL,Falling Rock Falls Trail Head,"1601 Landview Road, Montevallo",Montevallo,35115,"33.1658478, -86.8994992",4.3,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DPWBVLIivKst7CEU1If6JWunzwoFMmjSfgpxU_3P8MRg1hRkuyneb-IsJwJTKMv961ZjIVxq_JkxptyyvCDQ0JC-JimThPuNrbky6z-WSsJzbmGGHQaWsXjfF5IA7OIQcfFFfAP5_-yhIThnxX_j9ItFXUF6LP1e_ldFuZ98Jue2krj&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"tourist_attraction, park, point_of_interest, establishment",N/A
AL,Spinner's Park,"390 West 6th Street, Prattville",Prattville,36067,"32.4664652, -86.4816276",4.2,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DPelRsVpctdjs9V0U5y2aQl96DtPDMM5Wp3N77-pYB44cOt8_sj80T9TIk1wtiXoe3Whb77weU9CTx9N65q4s2up7Ta_UwR4698SIrCnjtv7K8DuZNXGcwl-P6dIMGHj3QNM-DGvmHTXTbj5KabrdjNmPCctUqqa5A5hAtuU1Ntncf5&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"park, tourist_attraction, point_of_interest, establishment","Monday: 7:00AM - 6:00PM
Tuesday: 7:00AM - 6:00PM
Wednesday: 7:00AM - 6:00PM
Thursday: 7:00AM - 6:00PM
Friday: 7:00AM - 6:00PM
Saturday: 7:00AM - 6:00PM
Sunday: 7:00AM - 6:00PM"
AL,Legacy Park,"1889 Deatsville Highway, Millbrook",Millbrook,36054,"32.5331015, -86.3945746",4.4,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DPLSxMciHRrrGG483Swzz3g7GjXM20N9JFxpmEytcOLUK7Td-xVjGwIzXkK8G6EnWTdZoAf83JbbuP0rGq98Il0GVq3O8EGqc1kx9UYatzmjOLKy8jLghq3LlG2UH1UHalj54oQNj-h-DhMBSI9K09KGMHvx8ppXlf7ag39ehTDm1qN&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"park, tourist_attraction, point_of_interest, establishment","Monday: Open 24 hours
Tuesday: Open 24 hours
Wednesday: Open 24 hours
Thursday: Open 24 hours
Friday: Open 24 hours
Saturday: Open 24 hours
Sunday: Open 24 hours"
AL,Shelby County Museum and Archives,"1854 North Main Street, Columbiana",Columbiana,35051,"33.1771253, -86.607192",4.6,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DPmYIjh0I1A5Zf0T1ROmHJ3u1u8Mwcq8A1gK31CVtXUMOKp0b-V2dc8BHIbkosXDKjyW88VFloNeeEhdu1nPUsNtvICNDqqHmcKyk16RJBwQ5vevNif9lP-dLq0Ft0VJHHLv6qDfBJgHpv32VWjXu7JEG8D826_fB2aNcATGpfNhgR4&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"museum, tourist_attraction, point_of_interest, establishment","Monday: Closed
Tuesday: 9:00AM - 3:00PM
Wednesday: 9:00AM - 3:00PM
Thursday: 9:00AM - 3:00PM
Friday: 9:00AM - 3:00PM
Saturday: Closed
Sunday: Closed"
AL,Edmund Pettus Bridge,Selma,Selma,36703,"32.4055245, -87.0184749",4.7,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DOSHKjZlAOnOqVKNN0xkNILNJHt9BktkT_mnwaZy61QzORTnD9Br8chFN_O7V_ZnQx402WEmEcbt40Q74zypuTg7XdRDnIx701ZrgVhcOl9xoT6eURCL8YjWQkaCKQu4wT-xBjZVAzp7QL47Wpz7cjYD6hEj84XBatdt_73TTEK5vmC&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"tourist_attraction, point_of_interest, establishment","Monday: Open 24 hours
Tuesday: Open 24 hours
Wednesday: Open 24 hours
Thursday: Open 24 hours
Friday: Open 24 hours
Saturday: Open 24 hours
Sunday: Open 24 hours"
AL,Flagg Mountain,Sylacauga,Sylacauga,35151,"32.9782116, -86.3545698",4.9,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DMmllHbo0p4CBbOl_5e7AFn80vL52jy31LFxFPtuUpx70lIh6EQUZau0xCqvAXXPF7hDTumRhzfpQrm2mX0LwJAhDQXU6SXJ2vhdhYuvM-3wcWw5EaPAKouRRn7yn0P8o_I3MBOLXuhhUhff932B0TTm1DIvuTTvOA3LI2CyzilJYON&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"park, tourist_attraction, point_of_interest, establishment","Monday: 7:00AM - 8:00PM
Tuesday: 7:00AM - 8:00PM
Wednesday: 7:00AM - 8:00PM
Thursday: 7:00AM - 8:00PM
Friday: 7:00AM - 8:00PM
Saturday: 7:00AM - 8:00PM
Sunday: 7:00AM - 8:00PM"
AL,Pinhoti Trail - Southern Terminus,"CC Camp Road, Sylacauga",Sylacauga,35151,"32.97278120000001, -86.3480869",4.8,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DPLIrvtb9YBdkH3SXEq5JEAIxdZCnXr-q89wfwZeWrnj50Bj5MII1Rt7DiRoCS8Oraq5PoDfTESGheg0yd1OuHHePLHKaXx1jD87JSjI0H7RYq1BHrA5ZpLAeP-yHsIo2dqGwANLj6x_rYyAGBj0NDb3O7CKaM2Qr2w57j_yISRhik&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"park, tourist_attraction, point_of_interest, establishment","Monday: 6:30AM - 8:00PM
Tuesday: 6:30AM - 8:00PM
Wednesday: 6:30AM - 8:00PM
Thursday: 6:30AM - 8:00PM
Friday: 6:30AM - 8:00PM
Saturday: 6:30AM - 8:00PM
Sunday: 6:30AM - 8:00PM"
AL,Sturdivant Hall Museum,"713 Mabry Street, Selma",Selma,36701,"32.41303179999999, -87.0288107",4.8,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DPsVzT37QxSgAUhC6Srbu_sFgqztfS-TW6gEzT7kq287ViHsPXutZhvZSFjPeNztzLKEPok5CmII71duUdKN9dtghBXB8Ru2nh2NKGMrsRMFcs3Q_81v0NCiZwIoVt0i7i7UeKimZhodfZ4-aeGmATUcTRO8UvAk3PqZ7pSoL51UOoZ&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"tourist_attraction, museum, point_of_interest, establishment","Monday: Closed
Tuesday: 10:00AM - 4:00PM
Wednesday: 10:00AM - 4:00PM
Thursday: 10:00AM - 4:00PM
Friday: 10:00AM - 4:00PM
Saturday: 10:00AM - 4:00PM
Sunday: Closed"
AL,Johnson Christmas Tree Farm,"3750 County Road 306, Selma",Selma,36703,"32.4010788, -86.9024525",N/A,N/A,"tourist_attraction, point_of_interest, establishment",N/A
AL,Wilderness Park/Bamboo Forest,"800 Upper Kingston Road, Prattville",Prattville,36067,"32.4788605, -86.4809884",4.6,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DMVAo6nIvLCanDxYvKWtHZVSt6RtsPLJDXkuvrZ9XWx2F4IBTULSTEm-rhwxLjiRX74MjU8sWhxM-QFyJTyOQP5PEXaekd4efN2ICyVIV9iSTeIcvGwJ1TYOQb4QWZACfAOLGch-34iLwe02lt5F6GgbWsGHk0fAo4goJ_wObUAsjAP&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"park, tourist_attraction, point_of_interest, establishment","Monday: 8:00AM - 6:00PM
Tuesday: 8:00AM - 6:00PM
Wednesday: 8:00AM - 6:00PM
Thursday: 8:00AM - 6:00PM
Friday: 8:00AM - 6:00PM
Saturday: 8:00AM - 6:00PM
Sunday: 8:00AM - 6:00PM"
AL,Mac Gray Park,"1050 Martin Luther King Drive, Prattville",Prattville,36067,"32.4829381, -86.4674272",4.4,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DPRljiH8vinuWQvQGZFrZtU7YRcqZecgK4w2n0gfN7OK5eaMIyjf3eFQCVDA9OBzODDngFFnftrAeEsvLavhUZVXUlTyCTGXHIKXBSJDt7HW5wZYmnw_Skfu5rU9tMhvoPtKCtW-j2zfrLcqp4Qmng8lQRXpam_Hi6zVVO899EFQIkv&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"park, tourist_attraction, point_of_interest, establishment","Monday: Open 24 hours
Tuesday: Open 24 hours
Wednesday: Open 24 hours
Thursday: Open 24 hours
Friday: Open 24 hours
Saturday: Open 24 hours
Sunday: Open 24 hours"
AL,Bridge Crossing Jubilee,"1410 Water Avenue, Selma",Selma,36703,"32.4077, -87.0155",4.1,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DOxJlHy0Z2wSiuJJhThnD7P9IqxconQ7uLFDVyqabO_s96rxiLJLTJ9PMzKxio1006kx-oAkhdCHI7O7MAYRyQaJivfFXD0tsFGm1CGW3I_JMtUm4189eHY4-qCIKev4pED8bKL7DFSCsgIPVcvZXPoGpcGP4CpQZ3MSH86xfd0uL2Y&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"museum, tourist_attraction, point_of_interest, establishment",N/A
AZ,Talking Stick Resort Hotel,"9800 Talking Stick Way, Scottsdale",Scottsdale,85256,"33.5410221, -111.8694239",4.3,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DPPKiYh7BM_QujbQ9iN8cW9uXsA5YLVlshOR8uXDe9x2USiVxo69a0mwNT3ESEzoSqZTlifl-5sZex9O_U37XYpnNjG5a5TAq3SFEQqfAwhOAy-v94vARWOfT4EXeAYMb8rVmfm-swsZlKPcyFQBnFqWc4LHhOHkvU89MbPpPWe8G6Y&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"tourist_attraction, casino, night_club, spa, lodging, restaurant, food, point_of_interest, establishment","Monday: Open 24 hours
Tuesday: Open 24 hours
Wednesday: Open 24 hours
Thursday: Open 24 hours
Friday: Open 24 hours
Saturday: Open 24 hours
Sunday: Open 24 hours"
AZ,Goldfield Ghost Town and Mine Tours Inc.,"4650 North Mammoth Mine Road, Apache Junction",Apache Junction,85119,"33.457244, -111.4918801",4.5,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DN1GtEd_YluHSqNty0xozUIhN4qeoHOvO2QMray-0ouo2hqnvAI86WcT6DW_Nudq67Fpsx-j4cnPDM5Tj1LCcXk71rAKYNoB_xFwmqRbmIbKpQBibp1NvZb0ueqwPn2BgYy3b4KbDpDneZYjeukWaCFVzy-DcPwKGEIXOcxGrKOb1Sr&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"tourist_attraction, store, point_of_interest, establishment","Monday: 10:00AM - 5:00PM
Tuesday: 10:00AM - 5:00PM
Wednesday: 10:00AM - 5:00PM
Thursday: 10:00AM - 5:00PM
Friday: 10:00AM - 5:00PM
Saturday: 10:00AM - 5:00PM
Sunday: 10:00AM - 5:00PM"
AZ,McDowell Mountain Regional Park,"16300 McDowell Mountain Park Drive, Fort McDowell",Fort McDowell,85264,"33.6674891, -111.6978047",4.8,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DPFgaJCAxs4CKQ7IU8Y-gF_LBS3laRxi1TtbMopljshiZD5BmiWxpEI3xZwB5WiAF8qUeywQ8JfloW9kEYeWFtWCjTFHjoQKmQolXD9hahBRx_pOj5ZYVVgkJjK0CShtWBEji7bkAS5SJYcKRzQy03-2HpdPHK7FBwfnn-irvYwmbDA&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"park, tourist_attraction, point_of_interest, establishment","Monday: 6:00AM - 8:00PM
Tuesday: 6:00AM - 8:00PM
Wednesday: 6:00AM - 8:00PM
Thursday: 6:00AM - 8:00PM
Friday: 6:00AM - 8:00PM
Saturday: 6:00AM - 8:00PM
Sunday: 6:00AM - 8:00PM"
AZ,Taliesin West,"12621 North Frank Lloyd Wright Boulevard, Scottsdale",Scottsdale,85259,"33.6063815, -111.8451844",4.7,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DPRljLenHKNLxw-02OejHtBeT3787OejCrhNPAPImlVpQ7Rx9sWUYCKBklrXmtM4jKILL5Lhmx-Hf2pTpzJONFqU2FWfkWRvthDLbtJKY5fD-rqMKb6RVgWGdzn2USWr9S19GWF0yJh7Pi_V5WIEUvImNaFZ8y9QJjSOpRZkl53bB_a&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"tourist_attraction, point_of_interest, establishment","Monday: 10:00AM - 5:00PM
Tuesday: 10:00AM - 5:00PM
Wednesday: 10:00AM - 5:00PM
Thursday: 10:00AM - 5:00PM
Friday: 10:00AM - 5:00PM
Saturday: 10:00AM - 5:00PM
Sunday: 10:00AM - 5:00PM"
AZ,Red Mountain Park,"7745 East Brown Road, Mesa",Mesa,85207,"33.433682, -111.6692811",4.6,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DOH-5GJFkJDxXDRrCbr0u8P18JQvvrVCgt5truEIjQsW3wwveqn4RKIa4oirZMdNsYXO5E-kfREazsJql5KEL8LxGtpBLF_lLYT3UiDgB7e4ELAAiCVrz8RdkpzrJJZ0BUbf1gaEkR7Ti_e-SW7Z9hpsZnSkO4ePxhjnjFF9u0DHqqa&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"park, tourist_attraction, point_of_interest, establishment",N/A
AZ,Butterfly Wonderland,"9500 East Vía de Ventura F100, Scottsdale",Scottsdale,85256,"33.5545114, -111.87619",4.6,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DOB111XnF7s2Z7tflb4a8YpOPOQRPu1Bhob8GpLgS3hl5ftFwTp_ffWnHH_KmPL2KFGaP2LLSAoOn_8YpVA6-5bkqmU0ymm91KzxwxaVQgYl0T5IVi3QiayAfLfrTIbJYUTptOz4rj8_W79_xkVWRgiKfX9EfHv4h0Z3kJJhJQ3cfDj&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"tourist_attraction, zoo, park, point_of_interest, establishment","Monday: 9:00AM - 5:00PM
Tuesday: 9:00AM - 5:00PM
Wednesday: 9:00AM - 5:00PM
Thursday: 9:00AM - 5:00PM
Friday: 9:00AM - 5:00PM
Saturday: 9:00AM - 5:00PM
Sunday: 9:00AM - 5:00PM"
AZ,Tonto National Monument,"26260 Arizona 188, Roosevelt",Roosevelt,85545,"33.6484286, -111.1135633",4.8,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DMNH2kDYh4mtDQ7Q0ZmzvJ5d3Ezen-y-bckDVGSdDY1VhNigqits6npngbJuxKZ0AduLkCKt-3jCmXqu1QBy_AvzvPKx_PaECbLKnCxtYeNdpvtK_rnSjbaGAoHIf_OoqaRs8cU1qpnCAERbJOMBfvOU1S3kqDxmyUhN58YFSz0UNM_&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"tourist_attraction, point_of_interest, establishment","Monday: 8:00AM - 5:00PM
Tuesday: 8:00AM - 5:00PM
Wednesday: 8:00AM - 5:00PM
Thursday: 8:00AM - 5:00PM
Friday: 8:00AM - 5:00PM
Saturday: 8:00AM - 5:00PM
Sunday: 8:00AM - 5:00PM"
AZ,Pinnacle Peak Park,"26802 North 102nd Way, Scottsdale",Scottsdale,85262,"33.7278919, -111.860373",4.8,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DMiuyNQ65KihEovZeoJsU_iXmPSRRR0HEr3yiwktChyfVSuzMKPxRqchZ4ZbcXgs-30HOwRTn4barnuFe-XbqtEzHfUHu1IbPPVbGZwNyCntn968QqfuY2RDIBVDDJdXNnYp04Tqp_50IYkk6yaidGsROFPzBd_ZHf5lTiSuUKTAo6d&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"park, tourist_attraction, point_of_interest, establishment","Monday: 6:15AM - 6:45PM
Tuesday: 6:15AM - 6:45PM
Wednesday: 6:15AM - 6:45PM
Thursday: 6:15AM - 6:45PM
Friday: 6:15AM - 6:45PM
Saturday: 6:15AM - 6:45PM
Sunday: 6:15AM - 6:45PM"
AZ,Fountain Park,"12925 North Saguaro Boulevard, Fountain Hills",Fountain Hills,85268,"33.6028939, -111.7124174",4.8,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DPE0SWc7XNJ18FxquRAcp00BA05J7GVF5xjMEcWN3lVWk98_164YUZabgUVr9lyNwjD2X_3vjWZCv0cfFnxm8xNTiqzdob3UOh3B6CQPaglF0qQyqjY1-Z19Dj7wrLeutYk_jDqHcMxBx9VRFaAX7us6zwYJlzmjU_4QGa0kmpZrR0&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"park, tourist_attraction, point_of_interest, establishment","Monday: 6:00AM - 11:00PM
Tuesday: 6:00AM - 11:00PM
Wednesday: 6:00AM - 11:00PM
Thursday: 6:00AM - 11:00PM
Friday: 6:00AM - 11:00PM
Saturday: 6:00AM - 11:00PM
Sunday: 6:00AM - 11:00PM"
AZ,Usery Mountain Regional Park,"3939 North Usery Pass Road, Mesa",Mesa,85207,"33.4791764, -111.6194709",4.8,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DNGawc7S2EZqocIKMqb5ykOMBnViuV6Hdpf2wGRyknLdT-3hy4Fd9tIYOpmRTaIr6v96P4Frmu17lqEHEy7KtNHsRAbrupjfffDzyl3BJ4ot8uviswLAFftEq1zzQ5n5qVC320QaRIAncmumRH5KgfSsEi2eq3mJBPo63eCTtKXM_dj&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"park, tourist_attraction, point_of_interest, establishment","Monday: 5:00AM - 9:00PM
Tuesday: 5:00AM - 9:00PM
Wednesday: 5:00AM - 9:00PM
Thursday: 5:00AM - 9:00PM
Friday: 5:00AM - 9:00PM
Saturday: 5:00AM - 9:00PM
Sunday: Closed"
AZ,Arizona Commemorative Air Force Museum,"2017 North Greenfield Road, Mesa",Mesa,85215,"33.452532, -111.73488",4.8,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DPpXxxLxkzI7U_c8R2yilp5zJEZlpcgKMUmFnupIuQpPiskxlUOTHRRzEMgA5Tg34IPj_KUVq_vykXpGRpIKvqXuQs5fsKTO84TGd9eCMvVAKjD4tNDxa00myqYyI3TLF_PMtjfGLFxi3gfBwH64GnFrVjDgJNB1s2VUyGWKjMbEaLB&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"museum, tourist_attraction, point_of_interest, establishment","Monday: Closed
Tuesday: Closed
Wednesday: 10:00AM - 4:00PM
Thursday: 10:00AM - 4:00PM
Friday: 10:00AM - 4:00PM
Saturday: 10:00AM - 4:00PM
Sunday: 10:00AM - 4:00PM"
AZ,Butcher Jones Recreation Site,"East Butcher Jones Beach Road, Fort McDowell",Fort McDowell,85264,"33.5767394, -111.5147839",4.6,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DMNo8GJ1bK8veQlBTU4xJlVjGlY0ZMU86Dp4ApGjzM3z-q5W99hjdDFLj1l3p_lAtg_iMrLKrzA4pVhHctM1t42DXCVwpc8W1Ozphsro9dEYlM3lGQvbKRTINqcL5YaqSKJHDoDJ8QrPyUz6wCGlmfHXLIkHK8A7_VZ7kAC0R8wjfF8&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"park, tourist_attraction, point_of_interest, establishment","Monday: 7:00AM - 7:00PM
Tuesday: 7:00AM - 7:00PM
Wednesday: 7:00AM - 7:00PM
Thursday: 7:00AM - 7:00PM
Friday: 7:00AM - 7:00PM
Saturday: 7:00AM - 7:00PM
Sunday: 7:00AM - 7:00PM"
AZ,Horizon Dog Park,"15444 North 100th Street, Scottsdale",Scottsdale,85260,"33.62731580000001, -111.8776866",4,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DPviY7xsiyM00DX7Iye7Za_kW8a2bBCSYVxlm3EhwgjgDLnHJ6UjIbEiSZ2eCDGvXCj5Dxxu6n1tq7KNhvZdkmkHe9HqMOV-9sAWiAl8vQjJsd7ECmJvFKsrvhivQ59OKpY3truppRHr0OeqSTdEwt2vVw3lZ2ITUwN5oKBrLP1Bj1U&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"tourist_attraction, park, point_of_interest, establishment","Monday: 6:00AM - 7:00PM
Tuesday: 6:00AM - 7:00PM
Wednesday: 6:00AM - 7:00PM
Thursday: 6:00AM - 7:00PM
Friday: 6:00AM - 7:00PM
Saturday: 6:00AM - 7:00PM
Sunday: 6:00AM - 7:00PM"
AZ,Scottsdale Ranch Park & Tennis Center,"10400 East Vía Linda, Scottsdale",Scottsdale,85258,"33.575895, -111.8594669",4.6,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DMujLZQbxaxofB8oBf6DFuAgpK3Y8jGbLz9woPwjcSKX8uM5jBSX2bwmU51nLNcmYagefyr8LnIzhjvi37C1y3-82TTT-8AamknF55jij1u3YpvjpWkQeMT9rqG0W0AGer5uar8waf0a4qYuUNR5uljwLjhzkcz4m0bhwGLW2VpYQ4&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"tourist_attraction, point_of_interest, establishment","Monday: 7:30AM - 9:00PM
Tuesday: 7:30AM - 9:00PM
Wednesday: 7:30AM - 9:00PM
Thursday: 7:30AM - 9:00PM
Friday: 7:30AM - 9:00PM
Saturday: 7:30AM - 7:00PM
Sunday: 7:30AM - 7:00PM"
AZ,Superstition Mountain - Lost Dutchman Museum,"4087 East Apache Trail, Apache Junction",Apache Junction,85119,"33.4468111, -111.5018925",4.7,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DOK7_IapXRoAKBkZnrD7ApMdXRmOxjP7cnzhSSKFs9Rx6Qg1fyyUQmDLpXNlWebym56-m4XqkDWnqkoniKXP2ajBckrW8TrkLsLQTc2Y6v5fpO0-xn_JVNoPLnm-apmIYJQovpIeO4ZMvlR7cyvGyYF5o6xDOuwnJCB7EpbYtG8Cp8D&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"tourist_attraction, museum, store, point_of_interest, establishment","Monday: 9:00AM - 4:00PM
Tuesday: 9:00AM - 4:00PM
Wednesday: 9:00AM - 4:00PM
Thursday: 9:00AM - 4:00PM
Friday: 9:00AM - 4:00PM
Saturday: 9:00AM - 4:00PM
Sunday: 9:00AM - 4:00PM"
AZ,Barnhardt Trail,Payson,Payson,85541,"34.0928908, -111.4219344",4.6,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DNeoiV7OgjhzHCI9aV2UMOh49-ywlrXANaH3DlywvZjESOapDoq7NTb8r_2X1g0uMJC0LMAxz8cc7z333TL8MgJNXbgys7duvB2ONIjPAHbQAKUZa-NkN62V11p49NYmwwxgP3JWqEAbyT846gJvc8kJFWXscma-LUF73ZGHecFxoFA&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"tourist_attraction, park, point_of_interest, establishment",N/A
